created_at,package,version,publisher,license,unpacked_size,description
2026-09-25T02:15:21.607Z,@astermind/astermind-mcp,0.1.0,clockworksyler,MIT,36318,"MCP server that cuts LLM token usage with on-device reranking, context filtering, and classification (AsterMind ELM). Nothing leaves the machine."
2026-09-25T02:19:51.978Z,@gitmyabi/blkhion,1.0.0,gitmyabi-bot,MIT,173102,"Auto-generated TypeScript type bindings for BLKHIon (build etherscan-blkhion-787769d6-1790302685035, commit 6ba270a, branch etherscan)"
2026-09-25T02:20:36.412Z,fivelive.js,0.2.0,bkvini,MIT,40708,"SDK oficial para criar bots do Five Live — eventos em tempo real, mensagens, embeds, reações e comandos."
2026-09-25T02:21:01.041Z,@siteqwality/rum,1.0.1,jjsq,MIT,180743,SiteQwality Real User Monitoring SDK
2026-09-25T02:21:30.442Z,babel-plugin-uniapp-inject-lifecycle,0.1.0,uknowzheng,MIT,6259,Babel plugin that injects empty UniApp lifecycle declarations into Vue components
2026-09-25T02:22:23.781Z,@typbase/engine,0.2.1,lemueldls,AGPL-3.0,27915517,Local-first knowledge base made for Typst and the Atmosphere.
2026-09-25T02:22:26.112Z,@typbase/codemirror,0.2.1,lemueldls,AGPL-3.0,120931,"CodeMirror 6 editing experience for Typst: WYSIWYG inline preview, highlighting, hover, autocomplete."
2026-09-25T02:25:48.447Z,@rubydogjp/openkk-sqlite-adapter,26.2.0,rbdog,MIT,181100,オープン会計 shared SQLite implementation of OpenkkDbPort
2026-09-25T02:26:01.16Z,osenv-modern,1.0.0,sbty,ISC,11018,"A maintained, dependency-free compatibility implementation of osenv"
2026-09-25T02:27:24.691Z,paseo-github-kanban,0.3.0,dennydotio,MIT,73464,"Kanban board for Paseo backed by GitHub issues, with one-click agents per card."
2026-09-25T02:27:25.09Z,@mydiyaai/playwright,0.1.0,mydiya,SEE LICENSE IN LICENSE,251174,Self-healing for Playwright tests. A drop-in replacement for @playwright/test that recovers broken locators at run time â€” offline by default.
2026-09-25T02:28:38.713Z,@memef1f1y/dsh-plugin-tts,0.6.0,memeflyfly,MIT,1130202,Edge TTS 语音大集成插件：消息朗读按钮、自动朗读开关、语音设置面板（Edge TTS / RVC / Index-TTS2 / CosyVoice / Google Cloud TTS）
2026-09-25T02:28:56.173Z,dsh-mimo-quota,1.1.0,user-120261080121,MIT,88959,"Realtime model usage panel: tokens, cost, requests, trend and composition"
2026-09-25T02:31:39.577Z,@blitzglobaltech/pulsepigeon,0.1.0-beta.1,blitzglobaltech,MIT,50843,Official PulsePigeon API client for Node.js and TypeScript.
2026-09-25T02:31:51.791Z,eslint-10-bridge,0.1.0,a5omic,MIT,18544,"Run ESLint 10 on configs built for ESLint 9, including eslint-config-next and @babel/eslint-parser 7. Fixes ""scopeManager.addGlobals is not a function""."
2026-09-25T02:32:09.575Z,antonkrupinski.github.io-main,1.0.0,antonkrupinski,ISC,205409214,
2026-09-25T02:33:12.807Z,@shaad2207/react-native-custom-toast,1.0.1,shaad2207,MIT,156732,"A lightweight, customizable, gesture-enabled toast notification library for React Native with zero external state dependencies."
2026-09-25T02:34:18.039Z,@snowflake/cortex-agent-sdk,0.0.1,snowflakejs,Apache-2.0,1252702,"TypeScript SDK for the Snowflake Cortex Agent REST API (agent:run streaming, threads, feedback)"
2026-09-25T02:35:00.022Z,@jlvncn/dsh-web-search-ollama,0.1.13,jlvncn,MIT,41513,Ollama-backed search & fetch provider for the DeepSeek Harness `ctx.web` seam (host half of the web-search-ollama plugin)
2026-09-25T02:35:13.865Z,@jlvncn/dsh-web-search-ollama-client,0.1.13,jlvncn,MIT,18960,Browser half for @jlvncn/dsh-web-search-ollama: registers the plugin row's configuration card on the DeepSeek Harness Web UI Plugins page
