created_at,package,version,publisher,license,unpacked_size,description
2026-09-26T04:15:30.782Z,@ludi-uni/ludi-agent-kit,0.1.0,ludi-uni,MIT,1082836,"Windows-first, backend-neutral agent kit with Pi skills and extensions"
2026-09-26T04:17:21.671Z,@dsh-xhl/dsh-live-inspector,1.0.0,wojiaoxiaomayun,MIT,149758,"Git Tree and live diff inspector for the DeepSeek Harness web surface: watch every file the agent touches, review changes turn by turn, and undo a specific turn or a single hunk — with the filesystem…"
2026-09-26T04:19:32.007Z,dsh-cnboard,0.1.0,itxq,MIT,55709,dshweb 的 CNB 平台管理插件：以任务集为数据源，跨组织/跨仓库聚合 Issue/PR 任务看板；规划流水线与云环境管理。
2026-09-26T04:23:43.316Z,service-keepalive,1.0.0,devanshuparmar_211,MIT,406642,"Lightweight, external HTTP keep-alive utility to prevent idle service spin-down on platforms with inbound-traffic wakeups."
2026-09-26T04:24:27.321Z,musebank,1.6.0,mc1d,MIT,37942,"Client for musebank, the bank for muses: signed requests (musebank-v1), payout registry, runway, webhooks. Zero dependencies."
2026-09-26T04:24:41.497Z,dsh-diagnostic-tutor,0.1.0,senmuuuuw,MIT,575502,"Diagnosis-first learning runtime for DeepSeek Harness — a live learning map, structured lessons, and persistent learner state, driven by the Universal Diagnostic Tutor skill."
2026-09-26T04:29:20.426Z,@dsh-enhanced/dsh-rsi-cli,0.1.48,22-ai-00,MIT,234060,"Global dsh-rsi command: status, doctor, web-url, and full purge for DSH enhanced plugin installations."
2026-09-26T04:29:23.93Z,@sethyrung/tailshade,0.1.0,sethyrung,MIT,27076,Generate a full Tailwind CSS palette (50-950) from a single base color
2026-09-26T04:30:56.317Z,lazarat,0.0.1,johnabooth,Apache-2.0,543,Reserved misspelling of lazaret. Install 'lazaret' instead.
2026-09-26T04:31:35.033Z,lazarett,0.0.1,johnabooth,Apache-2.0,547,Reserved misspelling of lazaret. Install 'lazaret' instead.
2026-09-26T04:32:04.742Z,lazeret,0.0.1,johnabooth,Apache-2.0,543,Reserved misspelling of lazaret. Install 'lazaret' instead.
2026-09-26T04:33:37.34Z,logiqbits-rabbitbus,0.1.0,logiqbits,Apache-2.0,165387,"A Node.js/TypeScript service bus for RabbitMQ, wire-compatible with go-rabbitbus and python-rabbitbus"
2026-09-26T04:33:44.775Z,@ai-digital-factory/ams-cli,0.2.1,couple-adda-gaming,,6076,Command-line interface for Asset Manager.
2026-09-26T04:34:18.487Z,@gitmyabi/nest,1.0.0,gitmyabi-bot,MIT,56299,"Auto-generated TypeScript type bindings for NEST (build etherscan-nest-cd692619-1790397151783, commit 646f612, branch etherscan)"
2026-09-26T04:36:14.657Z,reborn-skills3,1.0.4,kimsungjun,MIT,52067,"산 스킬팩3(SNS 올인원)을 한 줄로 설치합니다 — 스킬 파일을 재배포하지 않고 각 제작자의 공식 설치 명령을 대신 실행하고, 저희가 만든 지휘 스킬과 발동기까지 넣습니다. 결제 후 받은 주문번호가 필요합니다"
