created_at,package,version,publisher,license,unpacked_size,description
2026-09-25T14:18:26.485Z,@yogesh10/common,1.0.0,yogesh10,ISC,13190,
2026-09-25T14:20:47.099Z,@myriadcodelabs/docs-navigation-mcp,0.1.0,myriadcodelabs,MIT,88885,A local-first MCP server for navigating and maintaining arbitrary hierarchical documentation
2026-09-25T14:21:01.819Z,create-lightstack-app,57.4.0,dev-lightstack,UNLICENSED,1397,Creates a LightStack app. Needs read access to the private @lightstack-solutions packages.
2026-09-25T14:21:35.229Z,@fangcuntai/fangcuntai-mcp,1.6.3,jixianlqb,MIT,88469,方寸台桌面助手 MCP — 确认锁 + 来源标记 + 回收站 + 记事文件夹整理，安全地用自然语言管理家庭账本与记事
2026-09-25T14:22:36.836Z,@mikeargento/bitgraph-sdk,0.1.0,mikeargento,MIT,367354,"The BitGraph SDK: record files (one file fused solo, many as one set under one position), check and fetch proofs, open a position before the work exists and seal the task under it, verify proofs and…"
2026-09-25T14:22:57.924Z,@qawalk/cli,0.2.1,sinfindigital,UNLICENSED,373321,Acceptance QA walkthroughs rendered as a shareable flow canvas.
2026-09-25T14:22:59.261Z,@kylelavorato/pi-model-picker,1.0.0,kylelavorato,MIT,274458,"Keyboard-driven model picker for the Pi coding agent, with cost, context, thinking, and LiveBench details"
2026-09-25T14:23:32.4Z,angpackage-grid,1.0.0,jay_vekaria,UNLICENSED,750138,"High-performance Angular data grid: row + column virtualization (50k–1M rows), Excel-style filtering, multi-sort, editing, summaries, templates and a full grid API."
2026-09-25T14:23:56.22Z,@microred/mcp,1.0.1,danielg.favero,UNLICENSED,1337071,"Servidor MCP do MicroRED, autenticado com o usuário logado"
2026-09-25T14:24:02.911Z,@ripetext/api-sdk,0.1.0,nicroto,MIT,395954,Typed client for the RipeText Integration API
2026-09-25T14:24:12.135Z,@uidu/app-bridge,0.1.0,apuntovanini,MIT,38967,"The browser half of a uidu custom app: the postMessage handshake with the uidu page that frames it, and its short-lived session token."
2026-09-25T14:24:28.982Z,@dont-be-evil-company/kulala-core,0.38.0,gorilla.moe,MIT,26737,
2026-09-25T14:24:53.319Z,@radost-it/trace-graph,0.2.0,radost-it,MIT,33893,"Incremental knowledge-graph core: stable entity ids, idempotent merge, degree centrality, Louvain communities and size capping. Pure JavaScript, no DOM."
2026-09-25T14:25:11.582Z,@credoxa/audit-sdk,1.0.0,alhiedi,,384061,OpenAPI client for @credoxa/audit-sdk
2026-09-25T14:27:05.691Z,@gamod/tic-tac-toe,0.1.0,elzup,MIT,33535,Exact best-move solver for tic-tac-toe
