created_at,package,version,publisher,license,unpacked_size,description
2026-09-25T13:20:07.889Z,plugtheleak,1.1.0,jojo21,MIT,149039,Find every subscription in your bank statement and cancel it. 100% local: in your browser or your terminal.
2026-09-25T13:20:36Z,glasspane-harness-darwin-x64,0.3.0,jingzhao-l,,150257891,
2026-09-25T13:21:06.639Z,glasspane-harness-linux-x64-baseline-musl,0.2.0,jingzhao-l,,195758555,
2026-09-25T13:21:18.23Z,glasspane-harness-linux-arm64,0.2.0,jingzhao-l,,184854821,
2026-09-25T13:21:23.907Z,glasspane-harness-linux-arm64-musl,0.2.0,jingzhao-l,,194359342,
2026-09-25T13:21:28.46Z,playwright-report-analyzer,0.1.0,hoangtaiki,MIT,81768,"Parse a Playwright JSON test report for a trustworthy total/passed/failed/flaky/skipped summary and the tests still failing, with retries, multi-project runs and merged reruns handled correctly"
2026-09-25T13:21:29.908Z,@strator/react,0.100.0,firelmnt,MIT,7004,React bindings for Strator.dev state management library
2026-09-25T13:21:33.415Z,glasspane-harness-windows-arm64,0.2.0,jingzhao-l,,176187543,
2026-09-25T13:21:37.123Z,glasspane-harness-windows-x64,0.2.0,jingzhao-l,,181014675,
2026-09-25T13:21:37.755Z,glasspane-harness-linux-x64-musl,0.2.0,jingzhao-l,,196495826,
2026-09-25T13:21:39.252Z,glasspane-harness-windows-x64-baseline,0.2.0,jingzhao-l,,180291740,
2026-09-25T13:21:41.845Z,glasspane-harness-darwin-x64-baseline,0.2.0,jingzhao-l,,150257900,
2026-09-25T13:21:42.789Z,glasspane-harness-linux-x64,0.2.0,jingzhao-l,,186292497,
2026-09-25T13:21:47.077Z,glasspane-harness-linux-x64-baseline,0.2.0,jingzhao-l,,185338138,
2026-09-25T13:21:54.946Z,glasspane-harness,0.3.0,jingzhao-l,MIT,8964,GlassPane Harness — evidence-honest GUI verification harness for macOS apps (opencode fork with GlassPane's native gp_* tool surface)
2026-09-25T13:22:18.803Z,@lacspace/oauth,1.0.0,thelacspace,SEE LICENSE IN LICENSE,268321,"OAuth 2.1 / OpenID Connect client for social login — Google, GitHub, Microsoft, Apple, GitLab, Discord, Slack, LinkedIn, Facebook, X, Spotify, Twitch, Notion, and any OIDC issuer via discovery (Auth0…"
2026-09-25T13:22:29.953Z,@lacspace/session,1.0.0,thelacspace,SEE LICENSE IN LICENSE,145768,"Encrypted, signed cookie sessions for any runtime — AES-256-GCM over Web Crypto, secret rotation, rolling and absolute expiry, __Host- cookie rules, a 10-minute OAuth state store and double-submit CS…"
2026-09-25T13:22:30.704Z,dsh-plugin-autoevo,1.4.0,klarkxy,SEE LICENSE IN LICENSE,9766578,"Lightweight capability discovery, review, and installation workflow for DSH."
2026-09-25T13:23:12.049Z,@netzi/tokens,0.1.0-beta.8,h2devx,SEE LICENSE IN LICENSE.md,187999,"Design tokens de Netzi (CSS custom properties): marca, tema claro/oscuro, tipografía, radios, sombras. Agnóstico de framework."
2026-09-25T13:23:34.029Z,mitosis-excel-templater-client,1.0.0,louisworkplace,MIT,96329,"Official Node.js/TypeScript client for the Mitosis Excel Templater API. Generate XLSX files from a formatted Excel template with replaceable tags, without bundling an Excel engine."
2026-09-25T13:24:09.572Z,@drift-beacon/plugin,0.1.1,rshallam,MIT,88593,"The Drift Beacon plugin SDK: APIs for plugin main code and UIs, the driftBeacon() Vite plugin and the dbplugin CLI"
2026-09-25T13:24:11.245Z,@netzi/ui,0.1.0-beta.20,h2devx,SEE LICENSE IN LICENSE.md,2084605,"Componentes Angular standalone de Netzi, construidos sobre @netzi/tokens."
2026-09-25T13:27:13.242Z,playwright-slack-notify,0.1.0,hoangtaiki,MIT,171018,"Post Playwright test results to Slack - a reporter, a library and a CLI, with zero runtime dependencies"
2026-09-25T13:27:15.59Z,@slackwater/react,1.0.0-beta.0,bkeepers,MIT,318252,React components for tide predictions
2026-09-25T13:27:37.957Z,@slackwater/api,1.0.0-beta.0,bkeepers,MIT,129140,HTTP JSON API for tide predictions
2026-09-25T13:28:42.438Z,@slackwater/cli,1.0.0-beta.0,bkeepers,MIT,34168,Command line interface for Slackwater tide prediction
2026-09-25T13:29:15.576Z,create-tesserai,0.0.1,andrewkwak,MIT,721,"tesserai: a design system you own, built without Figma or a design team. Not released yet."
2026-09-25T13:29:21.02Z,@gommage/core,0.1.0,hebilicious,,92894,Core authorship policy engine for Gommage.
2026-09-25T13:30:21.454Z,@pret-a-porter/bufaker,0.1.0,pret-a-porter,MIT,104823,"Generate realistic mock data for any Protobuf message from its protobuf-es runtime descriptor, powered by Faker."
2026-09-25T13:30:48.846Z,@iljailjic/n8n-nodes-caldav,1.0.0-beta.2,iljailjic,MIT,1669390,CalDAV community node for n8n with iCloud-first interoperability
2026-09-25T13:31:03.717Z,sessionboxer,1.2.0,jperelli,MIT,6838033,Local session manager for coding agents: one Docker sandbox with a desktop per session.
2026-09-25T13:32:16.408Z,@gommage/cli,0.1.0,hebilicious,,44924,CLI surface for Gommage.
2026-09-25T13:32:37.369Z,@priemskiyyy/flare,0.1.0,priemskiyyy,MIT,311278,"Provider-independent error reporting runtime: immutable per-report context, account boundaries, redaction, typed routing, fan-out with honest receipts, and a small reporter adapter contract."
2026-09-25T13:32:40.021Z,@priemskiyyy/flare-console,0.1.0,priemskiyyy,MIT,12141,"Console destination for flare: prints sanitized error reports during development, through the console or a writer you inject."
2026-09-25T13:32:42.454Z,@priemskiyyy/flare-http,0.1.0,priemskiyyy,MIT,13811,"HTTP destination for flare: sends each sanitized error report through your own client, with backend acknowledgement as evidence and reports that never cross accounts."
2026-09-25T13:32:45.674Z,@priemskiyyy/flare-sentry,0.1.0,priemskiyyy,MIT,39083,"Sentry destination for flare: event-local user, tags, contexts and breadcrumbs through a forked scope, for the browser and React Native, over an SDK you inject."
2026-09-25T13:32:48.782Z,@priemskiyyy/flare-bugsnag,0.1.0,priemskiyyy,MIT,41889,"Bugsnag destination for flare: event-local user, metadata, severity and breadcrumbs through notify's onError callback, for the browser and React Native, over an SDK you inject."
2026-09-25T13:32:51.373Z,@priemskiyyy/flare-crashlytics,0.1.0,priemskiyyy,MIT,29945,"Firebase Crashlytics destination for flare on React Native: non-fatal errors through recordError, with an honest capability surface and an opt-in ambient integration for keys, user and logs."
2026-09-25T13:32:53.763Z,@priemskiyyy/flare-posthog,0.1.0,priemskiyyy,MIT,26390,"PostHog error tracking destination for flare in the browser: each report is one $exception event with its own properties and exception steps, sent only while PostHog identifies the report's user, ove…"
2026-09-25T13:32:56.468Z,@priemskiyyy/flare-posthog-react-native,0.1.0,priemskiyyy,MIT,21496,"PostHog error tracking destination for flare on React Native: each report is one $exception event with its own properties and exception steps, sent only while the client identifies the report's user,…"
2026-09-25T13:32:59.205Z,@priemskiyyy/flare-datadog,0.1.0,priemskiyyy,MIT,20131,"Datadog RUM destination for flare in the browser: each exception is one RUM error carrying the report's own attributes under context.flare, sent only while RUM attaches the report's user, over the da…"
2026-09-25T13:33:01.639Z,@priemskiyyy/flare-datadog-react-native,0.1.0,priemskiyyy,MIT,17847,"Datadog RUM destination for flare on React Native: each exception is one RUM error recorded at its capture time, carrying the report's own attributes under flare, over the DdRum you inject."
