created_at,package,version,publisher,license,unpacked_size,description
2026-09-26T05:15:47.192Z,@plugdash/codeblock,0.1.0,abhinav061,MIT,35363,"Shiki syntax highlighting for EmDash code blocks - rendered server-side, zero client JavaScript"
2026-09-26T05:15:54.175Z,@plugdash/enrichkit,0.1.0,abhinav061,MIT,90152,"Enriches published EmDash content with an AI summary, key topics, auto-tags, reading level, and a tweet draft"
2026-09-26T05:16:01.292Z,@plugdash/fromghost,0.1.0,abhinav061,MIT,6026,Import a Ghost JSON export into EmDash
2026-09-26T05:16:08.255Z,@plugdash/fromsubstack,0.1.0,abhinav061,MIT,4459,"Import a Substack export into EmDash - posts, metadata, and images"
2026-09-26T05:17:34.497Z,@mychiefmind/ai-maestro-web-ui,0.1.0,spourali1,MIT,798881,Local multi-project web UI for @mychiefmind/ai-maestro capsules.
2026-09-26T05:18:01.406Z,@plugdash/socialcard,0.1.0,abhinav061,MIT,6057,OG social card generation for EmDash - builds a share image on publish and writes it to metadata.ogImage
2026-09-26T05:18:20.321Z,@gmbranker/seo-engine-core,0.2.0,sushantkarn,MIT,93211,"Framework-agnostic SEO engine — metadata, schema, sitemap helpers, robots.txt, llms.txt, and content analysis"
2026-09-26T05:19:20.452Z,agent-constitution,1.0.0,padhy-debug,MIT,257768,The Universal Behavioral Contract & Context Engine that turns any AI coding agent into a disciplined senior engineer.
2026-09-26T05:19:31.845Z,vibe-engine-core,0.1.1,karthik_5505,,95024,
2026-09-26T05:19:42.714Z,@gitmyabi/scai,1.0.0,gitmyabi-bot,MIT,50740,"Auto-generated TypeScript type bindings for SCAI (build etherscan-scai-0f13fc8a-1790399886376, commit 93df5eb, branch etherscan)"
2026-09-26T05:20:07.925Z,vibe-engine,0.1.1,karthik_5505,,127243,VIBE — the engineering intelligence layer for AI-assisted development.
2026-09-26T05:20:18.147Z,@yoshintame/config-kit,0.1.0,yoshintame,MIT,41074,"Lazy, Zod-validated configuration with pluggable sources and a Vite plugin for runtime config injection"
2026-09-26T05:21:16.464Z,react-native-car-screens,0.1.0,angelcat,MIT,116075,Declarative CarPlay and Android Auto templates for React Native (CLI and Expo)
2026-09-26T05:21:42.387Z,@owear/win32-x64,0.1.2,scrakk-official,Apache-2.0,9140947,Owear runtime — kernel nativo + módulos stock (.owm) + headers. Windows x64.
2026-09-26T05:21:48.346Z,@hopquangdo/ai-assistant-tui,0.1.0,hopquangdo,,26752,Terminal chat client for the AI assistant
2026-09-26T05:21:52.633Z,pr-decision-log,0.1.2,gcdz03,MIT,98904,Attach a structured decision log from an AI coding agent session to a pull request.
2026-09-26T05:21:55.811Z,@upgoose/node,0.1.0,randell,BSD-3-Clause,52451,Upgoose error tracking for Node.js servers
2026-09-26T05:21:56.243Z,aureus-enhancer,1.0.2,zetagoaurum,MIT,8082,"AUREUS — Video Enhancer, Upscaler & RAW Lossless Converter with modern TUI, CLI and local Web UI (npm wrapper for PyPI package)"
2026-09-26T05:24:00.082Z,@virune/formatter,1.1.0-rc.0,yaona807,Apache-2.0,73288,Canonical formatter for the Virune programming language.
2026-09-26T05:25:41.01Z,@yceffort/coldpath-darwin-arm64,0.3.0,yceffort,MIT,4647728,coldpath analyzer binary for darwin-arm64
2026-09-26T05:25:44.778Z,@yceffort/coldpath-darwin-x64,0.3.0,yceffort,MIT,4960738,coldpath analyzer binary for darwin-x64
2026-09-26T05:25:48.231Z,@yceffort/coldpath-linux-arm64,0.3.0,yceffort,MIT,4666477,coldpath analyzer binary for linux-arm64
2026-09-26T05:25:51.974Z,@yceffort/coldpath-linux-x64,0.3.0,yceffort,MIT,5326847,coldpath analyzer binary for linux-x64
2026-09-26T05:26:29.13Z,@yceffort/coldpath,0.3.0,yceffort,MIT,99735,Trace which bundled JavaScript executes in real browser scenarios and why it is loaded
2026-09-26T05:26:38.938Z,@muselovin/sdk,0.1.0,jborow928,MIT,17358,Sign in with your AI agent — the MuseLovin identity rail client.
2026-09-26T05:27:40.981Z,react-interactive-ascii,0.1.0,sanguine59,,53763,Interactive ASCII logo
2026-09-26T05:27:56.914Z,benchable,0.1.1,tmikeladze,MIT,825525,"Benchable client: the CLI, the agent skill, a typed SDK, and the benchmark format parsers and statistics behind every verdict."
2026-09-26T05:28:08.691Z,@doki-land/nifty-win32-x64,0.0.0,oovm,MPL-2.0,3221860,Nifty Node-API binary for Windows x64 (MSVC)
2026-09-26T05:28:13.023Z,@doki-land/nifty-linux-x64,0.0.0,oovm,MPL-2.0,867,Nifty Node-API binary for Linux x64 (glibc)
2026-09-26T05:28:16.987Z,@doki-land/nifty-linux-arm64,0.0.0,oovm,MPL-2.0,873,Nifty Node-API binary for Linux arm64 (glibc)
2026-09-26T05:28:20.551Z,@doki-land/nifty-darwin-x64,0.0.0,oovm,MPL-2.0,861,Nifty Node-API binary for macOS x64
2026-09-26T05:28:23.898Z,@doki-land/nifty-darwin-arm64,0.0.0,oovm,MPL-2.0,867,Nifty Node-API binary for macOS arm64
2026-09-26T05:28:27.643Z,@doki-land/nifty,0.0.0,oovm,MPL-2.0,84246,Gitmoji-first commit conventions and release helpers (Node-API + TypeScript)
2026-09-26T05:32:06.923Z,@hideandseeklab/aoox,0.1.0-alpha.0,hideandseeklab,Apache-2.0,32551,aoox CLI — build and deploy
2026-09-26T05:33:54.551Z,@byteveda/ui,0.1.0,pratyush618,MIT,74531,"Shared ByteVeda design system: primitives, theme tokens, and hero effects."
2026-09-26T05:34:47.111Z,rustabase,1.0.3,rustabase,MIT,307506,Official JavaScript and TypeScript SDK for RustaBase
2026-09-26T05:34:56.82Z,@party-stack/icons-expo,0.2.0,robertf224,,21146,
2026-09-26T05:34:56.97Z,@party-stack/icons-salesforce-lightning,0.2.0,robertf224,,21264,
2026-09-26T05:34:57.061Z,@party-stack/icons-lucide,0.2.0,robertf224,,17043,
2026-09-26T05:34:57.394Z,@party-stack/icons,0.2.0,robertf224,,9354,
2026-09-26T05:34:57.438Z,@party-stack/icons-blueprint,0.2.0,robertf224,,20221,
2026-09-26T05:35:30.893Z,dsh-refresh-button,1.0.0,kanadego,MIT,11735,Adds a floating page-refresh button and restores the F5 / Ctrl+R reload shortcuts in DSH desktop (harmless on web too).
2026-09-26T05:36:07.707Z,vibe-dev-core,0.1.1,karthik_5505,,95144,VIBE Engine Core by DevFrames — Architectural Graph and Diagnostics Engine.
2026-09-26T05:36:36.01Z,dsh-paperdesk,0.1.0,shiyanwyguo,MIT,177708,DSH 论文工作台：arXiv 检索、本地文库（题录 / PDF / 全文）、L1-L2-L3 三层精读笔记。宿主半区与浏览器半区同在一个包里，无构建步骤。
2026-09-26T05:36:41.871Z,vibe-dev,0.1.1,karthik_5505,,127304,VIBE by DevFrames — Engineering Intelligence Layer for AI-assisted development.
2026-09-26T05:37:21.748Z,nx-as,0.1.0,flowot,MIT,308049,Personal AI agent server powered by pi — CLI + Web panel + token-authenticated API for phone apps
2026-09-26T05:37:58.704Z,@fregante/dom-form-serializer,2.1.0-0,fregante,MIT,88071,Serialize form inputs
2026-09-26T05:38:12.133Z,@virune/js-interop,1.1.0-rc.0,yaona807,Apache-2.0,329129,Versioned TypeScript-backed JavaScript interop provider for Virune.
2026-09-26T05:38:12.927Z,@maximinion/refiner,0.1.1,maximinion-devrb,MIT,110191,Phase 1: The Refiner - Context Sanitization & Entropy Scoring
2026-09-26T05:38:49.845Z,@maximinion/librarian,0.2.1,maximinion-devrb,MIT,82566,Phase 2: The Librarian - Dependency Graph Analysis & Centrality Scoring
2026-09-26T05:39:09.463Z,@evinle/gas-telemetry,0.1.0,evinle,MIT,46370,"Request/trigger/external-call tracing for Google Apps Script web apps, with pseudonymized identity and a Sheets-backed buffered sink"
2026-09-26T05:39:12.953Z,@maximinion/manifest-generator,0.3.1,maximinion-devrb,MIT,98785,Phase 3: The Manifest Generator - Hierarchical codebase manifest generation with cross-reference resolution
2026-09-26T05:39:36.54Z,@maximinion/proxy-transport,0.4.1,maximinion-devrb,MIT,110159,Phase 4: The Proxy Transport - Real-time context injection with IDE integration
2026-09-26T05:40:44.67Z,query-seal,1.0.0,harsh__aghera,MIT,7516,Encrypt and decrypt JSON data into URL-safe tokens using AES-256-GCM
2026-09-26T05:41:15.645Z,@aetherui-kit/tokens,0.1.0,pallavl12,MIT,46719,Design tokens for AetherUI components
2026-09-26T05:42:03.781Z,@fluixi/oauth2,1.0.0-alpha.1,bambiste,MIT,960805,"OAuth2 / OIDC for Fluixi apps: an AuthClient that drives the flow, and an AuthService built on @fluixi/session. Browser PKCE or a server-held session, chosen by config."
2026-09-26T05:42:27.048Z,@aetherui-kit/core,0.1.0,pallavl12,MIT,2150954,"Headless, framework-agnostic Web Component library built with Lit"
2026-09-26T05:42:30.145Z,@aetherui-kit/accordion,0.1.1,pallavl12,MIT,4314,Accordion component for AetherUI
2026-09-26T05:42:33.012Z,@aetherui-kit/datatable,0.1.0,pallavl12,MIT,87154,"DataTable component for AetherUI with sorting, filtering, pagination, and row selection"
2026-09-26T05:42:35.963Z,@aetherui-kit/agent,0.1.0,pallavl12,MIT,201547,"Validated, safe runtime rendering for agent-generated AetherUI documents"
2026-09-26T05:42:38.912Z,@aetherui-kit/mcp,0.1.0,pallavl12,MIT,103723,MCP server for AetherUI component discovery and agent UI validation
2026-09-26T05:43:00.128Z,@dkplus/media-cli,0.1.0,dkplus,MIT,111576,通用插件化 Node CLI：视频胶片图/音视频转化（ffmpeg）、SRT 字幕（whisper.cpp）、Azure gpt-image-2 生图、Suno 音乐生成；给人用也给 AI 用
2026-09-26T05:43:00.389Z,@virune/stdlib,1.1.0-rc.0,yaona807,Apache-2.0,52816,Virune standard-library adapters for Node.js and browsers.
2026-09-26T05:43:09.585Z,famfamfam-flags-svg,0.1.0,jakuborlowski,MIT,1218317,"The classic famfamfam flag icons by Mark James, rebuilt as resolution-independent SVGs in the original glossy 16x11 style."
2026-09-26T05:43:26.178Z,@unlimitless/ai-sdk,0.1.0,unlimitless,MIT,16712,"Unl, your why agent, inside any Vercel AI SDK model: every call carries the part of what you decided, and why, that bears on it."
2026-09-26T05:44:26.586Z,ambient-code,1.0.2,ambientcrypto,MIT,1648793,A standalone terminal coding agent for the Ambient decentralized-inference network.
2026-09-26T05:45:25.572Z,create-effront,0.1.4,totto2727,MIT,17399,"Create a minimal Effront application for Node.js, Bun, or standalone and Alchemy-managed Cloudflare Workers."
2026-09-26T05:45:57.629Z,@hxa-rn/react-native-document-scanner,0.0.1-beta,weixin_53568707,MIT,642437,"Scan documents, automatic border detection, automatic crop"
2026-09-26T05:47:30.331Z,@ersintarhan/pi-hindsight-memory,0.1.1,ersintarhan,MIT,13125,Minimal Hindsight memory for pi: retain/recall/reflect tools plus one project-scoped recall per session. No session export.
2026-09-26T05:48:36.254Z,@techs/dsh-decision,0.1.0,yourtion,,155387,"Decision layer for dsh: provider-agnostic typed judgments (Jev first) behind tool guardrail, model routing, result judging, and machine approval seams"
2026-09-26T05:48:39.223Z,@techs/dsh-decision-jev,0.1.0,yourtion,,28591,Jev (TypeSafe System One) adapter for the dsh decision layer
2026-09-26T05:48:46.214Z,analytics-plus-cloud-mcp-server,1.0.4,zoho-corp,MIT,420524,MCP server implementation for Analytics Plus Cloud
2026-09-26T05:49:15.967Z,analytics-plus-on-premise-mcp-server,1.0.4,zoho-corp,MIT,420678,MCP server implementation for Analytics Plus On-Premise
2026-09-26T05:49:35.713Z,@techs/pi-decision,0.1.0,yourtion,,39164,Jev-backed tool guardrail for pi
2026-09-26T05:49:42.4Z,zoho-analytics-on-premise-mcp-server,1.0.4,zoho-corp,MIT,420645,MCP server implementation for Zoho Analytics On-Premise
2026-09-26T05:50:48.518Z,handpress,0.2.0,bikramtuladhar,MIT,82384,"Edit your hand-written static site in place, in the browser. Saves are git commits."
2026-09-26T05:52:24.858Z,@react-three/tsl,10.0.0-canary.490e4992,dennissmolek,MIT,181461,"TSL resource hooks for react-three-fiber: uniforms, nodes, buffers, GPU storage and render pipelines on WebGPU"
2026-09-26T05:53:10.501Z,rdap-q,1.2.1,actvite,GPL-3.0-or-later,199796,"Research-Driven Adaptive Planning with Quality Gates (RDAP-Q) — Vendor-neutral AI agent engineering protocol & skill for Codex, Grok, Copilot, Antigravity, Goose, Claude, Cline, and Cursor. Evidence-…"
2026-09-26T05:53:27.815Z,brewlint-linux-x64,0.1.0,devflorian09,MIT,101602747,The Brewlint binary for linux x64. Installed automatically as an optional dependency of the brewlint package; there is no reason to install it directly.
2026-09-26T05:53:39.998Z,opencode-vitals,0.1.1,moutazdarwesh,MIT,125609,"OpenCode V2 plugin that shows session turns, steps, and average streaming tok/s in a small always-on-top bar"
2026-09-26T05:53:49.942Z,brewlint-macos-arm64,0.1.0,devflorian09,MIT,91194582,The Brewlint binary for darwin arm64. Installed automatically as an optional dependency of the brewlint package; there is no reason to install it directly.
2026-09-26T05:53:57.262Z,@conciso/design-system-mcp,2.3.0,dominikpieper,MIT,1061167,"MCP-Server für Consumer des Conciso Design System, beantwortet docs-list, docs-show und docs-show-story über stdio aus einem mitgelieferten Storybook-Snapshot, ohne Netzzugriff."
2026-09-26T05:54:14.569Z,brewlint-win-x64,0.1.0,devflorian09,MIT,87708826,The Brewlint binary for win32 x64. Installed automatically as an optional dependency of the brewlint package; there is no reason to install it directly.
2026-09-26T05:54:17.868Z,brewlint,0.1.0,devflorian09,MIT,11868,"Static analysis for Spring Boot anti-patterns. Curated rules with a Java parser, not regex."
2026-09-26T05:55:20.609Z,@toijs/graphql,1.0.0,lamtoi,,48216,GraphQL integration for @toijs/modular
2026-09-26T05:57:22.438Z,@gmbranker/seo-engine-adapters-next,0.2.0,sushantkarn,MIT,14426,Next.js App Router adapters for @gmbranker/seo-engine-core
2026-09-26T05:57:28.487Z,@gitmyabi/tme,1.0.0,gitmyabi-bot,MIT,74804,"Auto-generated TypeScript type bindings for TME (build etherscan-tme-9c4cf40b-1790402141920, commit a8d984e, branch etherscan)"
2026-09-26T05:58:32.491Z,@darkhorse-wallet/wdk-wallet-rgb,0.1.0,darkhorse-core,Apache-2.0,163193,"WDK wallet module for RGB assets on Bitcoin, running in the browser on rgb-lib's WebAssembly bindings."
2026-09-26T06:00:13.441Z,@onceworlds/cli,0.1.0,gowravthota,,15246,Deploy games to Onceworlds.
2026-09-26T06:00:40.368Z,@grist-ai/grist-skills,0.1.0,grist-ai,MIT,5330,Grist agent skill — delegate multi-step coding tasks to the Grist CLI from any personal AI agent. Install with the skills CLI: npx skills add <tarball-url>
2026-09-26T06:00:42.224Z,@toolars/cli,0.1.0,aixtral,MIT,144291,"Local-first developer CLI and stdio MCP server for Toolars: hash, Base64, JWT decode, UUID/ULID, timestamp, cron and URL encode/decode. Zero runtime dependencies, no network access, no telemetry."
2026-09-26T06:01:23.384Z,@ciuzaakwong/neon-sync,0.1.0,ciuzaakwong,MIT,563043,Sync local config files with a Neon Postgres table — the CLI companion to the Neon Postgres Sync VS Code extension
2026-09-26T06:01:25.346Z,@toolars/local-tools,0.1.0-experimental.1,aixtral,MIT,26803,"Toolars local-tools experiment: a local stdio CLI and MCP server for strict JSON formatting and SHA-256 hashing. Zero runtime dependencies, no network access, no telemetry."
2026-09-26T06:02:22.18Z,zcash-native,0.0.1,paullinator,MIT,453,Native Zcash wallet library for React Native and Node.js
2026-09-26T06:02:23.919Z,piratechain-native,0.0.1,paullinator,MIT,491,Native Pirate Chain wallet library for React Native and Node.js
2026-09-26T06:03:13.902Z,payron-util-uxtest,0.0.1,kalosdev,ISC,5347,Proyecto de practica para la actividad de dependencias de codigo
2026-09-26T06:05:58.049Z,@mndpjm/harness-mcp,0.1.0,mndpjm,,70951,MCP server for MEA Harness v2 — bundles Python harness and exposes tools via Stdio
2026-09-26T06:08:13.247Z,nebula-sdk,1.0.0,nebulallms2,ISC,158653,
2026-09-26T06:09:01.945Z,iris-eval,1.0.0,irparet,MIT,3431,"Runs Iris, the MCP server that scores every agent output for quality, safety and cost. The server is @iris-eval/mcp-server; this package makes `npx iris-eval` start it, at the server's latest release."
2026-09-26T06:09:27.686Z,@chrismessina/raycast-faker,0.1.0,chrismessina,MIT,31309,"Real-looking, obscured data for Store screenshots of Raycast extensions that show personal data"
2026-09-26T06:11:21.995Z,openstamps,0.0.1,bertzerker,UNLICENSED,647,Name reserved by Protosonic OÜ for the OpenStamps / CSTP verifier. No code is published here yet.
2026-09-26T06:12:37.581Z,ainotes-viewer,0.1.0,garrefa,MIT,1030749,"Local viewer for an ainotes second-brain: notes, plans, tasks, PRs and agents, read straight from your notes repo in the browser."
2026-09-26T06:12:47.086Z,@atriarch-systems/tracery-core,0.1.1,atriarch-systems,Apache-2.0,91877,"Tracery Graph wire contract, validation, journal, flow reducers, trace assembly and visualizer projection. No DOM, no React."
2026-09-26T06:12:49.047Z,@atriarch-systems/tracery-visualizer,0.3.1,atriarch-systems,Apache-2.0,92205,Consumer-configured React canvas for live nodes and directed activity edges.
2026-09-26T06:12:50.946Z,@atriarch-systems/tracery-client,0.1.1,atriarch-systems,Apache-2.0,72228,"Tracery Graph emitter SDK: ActivityTracer, transports and a hub read client."
2026-09-26T06:12:52.835Z,@atriarch-systems/tracery-react,0.1.1,atriarch-systems,Apache-2.0,106849,"ActivityExplorer: a composite React explorer (flow picker, guided graph, inspector) and live-source hooks for Tracery Graph."
2026-09-26T06:12:55.078Z,@atriarch-systems/tracery-hub,0.1.1,atriarch-systems,Apache-2.0,1734376,"Tracery Graph standalone hub server: ingest, storage, retention, live feed and hosted UI."
2026-09-26T06:15:17.604Z,@tenancy.nz/charts,1.10.8,tenancy.nz,,66938,React UI chart components.
2026-09-26T06:16:27.708Z,@mcp-abap-adt/interfaces-adt-connection,1.0.0,fr0ster,LGPL-3.0-only,67507,"The ABAP connection contract: IAbapConnection, its capability atoms, the wire response and the session error codes"
