created_at,package,version,publisher,license,unpacked_size,description
2026-09-26T07:19:56.585Z,@kohaku-ui/admin-react,0.0.0-bootstrap.0,yosuque,Apache-2.0,497,Placeholder that reserves the name before the first real release of @kohaku-ui/admin-react. Do not install.
2026-09-26T07:20:42.69Z,yttrium-engine,0.1.0,dinosaurav,ISC,392806,"Sync engine: server-authoritative rebase, per-slice CRDT, streaming as a kind."
2026-09-26T07:21:03.787Z,@mat973252/relay-core,0.1.0,mat973252,MIT,41800,Relay core: durable execution continuity for AI agents
2026-09-26T07:21:21.299Z,@mat973252/relay-epistemic,0.1.0,mat973252,MIT,17356,Relay epistemic: durable execution continuity for AI agents
2026-09-26T07:21:24.43Z,@mat973252/relay-storage-sqlite,0.1.0,mat973252,MIT,42541,Relay storage-sqlite: durable execution continuity for AI agents
2026-09-26T07:21:27.469Z,@mat973252/relay-artifact-fs,0.1.0,mat973252,MIT,16053,Relay artifact-fs: durable execution continuity for AI agents
2026-09-26T07:21:30.811Z,@mat973252/relay-cli,0.1.0,mat973252,MIT,69311,Relay cli: durable execution continuity for AI agents
2026-09-26T07:21:34.673Z,@mat973252/relay-mcp,0.1.0,mat973252,MIT,63662,Relay mcp: durable execution continuity for AI agents
2026-09-26T07:21:37.893Z,@mat973252/relay-adapter-pi,0.1.0,mat973252,MIT,15977,Relay adapter-pi: durable execution continuity for AI agents
2026-09-26T07:22:49.59Z,oxchart,0.0.1,qiao,ISC,119,
2026-09-26T07:23:35.316Z,@andrewcyuan/shortcut-engine,0.1.0,andrewcyuan,MIT,40581,"Key sequence parsing, normalization, and stateful keyboard shortcut routing."
2026-09-26T07:23:47.196Z,@andrewcyuan/focusgrid,0.1.0,andrewcyuan,MIT,231833,Keyboard-native pane layouts and deterministic focus management for web applications.
2026-09-26T07:24:25.034Z,@luwiostack/theme,0.1.0,gertvintia,MIT,429028,"Headless theming for React — a JSON token config compiled to scoped CSS variables, with a `<Theme>` component, `scope()` markers, and `tokenRef` / `readToken`. Nearest-step and OKLCH-generated colour…"
2026-09-26T07:24:42.265Z,nebulajs-api,1.0.0,nebulallms2,ISC,238770,
2026-09-26T07:25:56.22Z,pulse-skill,1.2.0,monishcoumar,MIT,674513,"Design-engineering guidance for coding agents. Installs Pulse into Cursor, Claude Code, Windsurf, Codex, or any AGENTS.md agent."
2026-09-26T07:26:01.568Z,@kohaku-ui/authz-hmac,0.0.0-bootstrap.0,yosuque,Apache-2.0,493,Placeholder that reserves the name before the first real release of @kohaku-ui/authz-hmac. Do not install.
