created_at,package,version,publisher,license,unpacked_size,description
2026-09-24T13:20:58.909Z,rlcd-gateway-windows-x64,0.1.2,jimmywesley,Apache-2.0,9156874,The rlcd-gateway binary for win32-x64.
2026-09-24T13:21:02.58Z,rlcd-gateway,0.1.2,jimmywesley,Apache-2.0,17064,"Self-hosted gateway for LLMs and decision models: Claude Code, Codex, OpenCode and any OpenAI/Anthropic SDK app, plus Jev-compatible System One decisions. Routing, context pruning, audit and a live d…"
2026-09-24T13:21:03.532Z,leaderborder,0.1.0,xaverric,MIT,104333,"Track AI coding token usage across Claude Code, Codex, Cursor and more, and compete on a leaderboard."
2026-09-24T13:21:18.25Z,@ktosh/mcp,0.1.0,dovahcom,MIT,18647,O KTOSH no Claude Code: servidor MCP local que vira ferramenta cada rota da API pública que a sua chave de API pode chamar.
2026-09-24T13:21:57.574Z,@gol/sdk,0.1.0-next.0,andersonweb3dev,,137061,Public TypeScript SDK for GOL Network
2026-09-24T13:22:55.622Z,@wau-captcha/react,1.0.0,khangdasac,MIT,38716,"React component for WAU Captcha: <WauCaptcha />, inline or in a modal, with the token in your form."
2026-09-24T13:23:09.426Z,@lamparo/lantern,0.1.0,lamp-ic,MIT,15840,"lamparo's lantern for Node: a signed, read-only route that tells lamparo what the site knows about itself."
2026-09-24T13:24:18.765Z,@heartlandone/vega-vue-sandbox-pr-3333-73ab9f4c2dc0adcff4800874be135ff2047135c3,2.104.0,aprilzhu,UNLICENSED,147755,Vue specific wrapper for @globalpayments/vega
2026-09-24T13:24:20.887Z,@heartlandone/vega-angular-sandbox-pr-3333-73ab9f4c2dc0adcff4800874be135ff2047135c3,2.104.0,aprilzhu,UNLICENSED,2040527,Angular specific wrapper for @globalpayments/vega
2026-09-24T13:24:23.192Z,@heartlandone/vega-react-sandbox-pr-3333-73ab9f4c2dc0adcff4800874be135ff2047135c3,2.104.0,aprilzhu,UNLICENSED,107641,React specific wrapper for @globalpayments/vega
2026-09-24T13:24:33.72Z,@heartlandone/vega-sandbox-pr-3333-73ab9f4c2dc0adcff4800874be135ff2047135c3,2.104.0,aprilzhu,UNLICENSED,39600140,Vega - the design system of Global Payment Systems
2026-09-24T13:25:18.031Z,@bluemarker/teamleader-focus-js-sdk,1.2.1,henkdeblauw,MIT,3735360,"Fully typed, zero-dependency TypeScript SDK for the Teamleader Focus API. Auto-generated from the official OpenAPI spec. Works in Node.js, Deno, and browsers."
2026-09-24T13:25:34.743Z,runonweb,0.0.1,miduga,MIT,614359,"Free browser ML modules: speech, vision, text. Runs locally with WebGPU or WASM."
2026-09-24T13:26:57.625Z,cards-lite,0.1.0,spintax,MIT,88652,"Procedural playing-card illustrations as an SVG string. Seeded spreads, brand-aware four-colour deck, line or flat, poker and blackjack hand presets. Zero dependencies; runs in Node at build time and…"
2026-09-24T13:27:25.172Z,@metataro/zumen,0.3.3,metataro,MIT,5958100,AI が描き、人が直し、また AI が理解できる構成図エディタ（Phase 0 / 計測段階）
2026-09-24T13:27:48.494Z,opcua-manager,0.0.2,david.fevre,UNLICENSED,47214,OPCUA manager
2026-09-24T13:27:51.58Z,@serviam-it/cordova-plugin-deeplinks,1.2.0,msvoren,MIT,430883,"Cordova plugin to add in your application support for Universal Links (iOS 9) and Deep Links (Android). Basically, open application through the link in the browser."
2026-09-24T13:28:15.628Z,@mohan-cao/jev-phase,0.1.0,mohan-cao,Apache-2.0,25738,"Jev phase signal: what kind of work a conversation needs next, reported as an indicator."
2026-09-24T13:28:47.67Z,@seta-labs/nestjs-prisma,0.1.0,loykos,UNLICENSED,30693,"Prisma for NestJS APIs on Postgres: a PrismaService built on the app's generated client (env check, pool with fail-fast, serialized interactive transactions, lifecycle logs), a database health indica…"
2026-09-24T13:29:42.409Z,@ohos-ports/vscode-test-web,0.0.81-beta.0,virtfans,MIT,451627,This module helps testing VS Code web extensions locally.
2026-09-24T13:30:03.658Z,@arkanaio/connector-github-licenses,0.1.0,jaumecornado,Apache-2.0,42277,"GitHub plan and Copilot seats, capacity and assignments for ALMA."
2026-09-24T13:30:24.111Z,@alanlee97/app-tracking,1.0.2,alanlee97,MIT,118575,app-tracking 埋点与监控 SDK（H5 / uni-app / 微信小程序原生），支持事件埋点、性能、错误、接口监控
2026-09-24T13:30:28.408Z,@marianmeres/motion-scenario,0.4.0,marianmeres,MIT,143795,[![JSR](https://jsr.io/badges/@marianmeres/motion-scenario)](https://jsr.io/@marianmeres/motion-scenario) [![NPM](https://img.shields.io/npm/v/@marianmeres/motion-scenario)](https://www.npmjs.com/pac…
2026-09-24T13:30:59.309Z,cqs-audit,2.0.0,vasanth-mv,MIT,648453,"Code Quality Studio — CLI for auditing test files (Playwright, Cypress, Selenium, Appium, TOSCA and more)"
2026-09-24T13:31:50.919Z,@linkoi/core,0.1.1,ikurotime,PolyForm-Shield-1.0.0,36573,Extract normalized metadata from URLs or supplied HTML.
2026-09-24T13:32:05.951Z,@linkoi/worker,0.1.1,ikurotime,PolyForm-Shield-1.0.0,15163,Deploy Linkoi as a Cloudflare Worker with KV caching.
2026-09-24T13:33:10.117Z,pi-extension-plan-mode,0.1.0,greenhathg,MIT,20679,pi 插件：Codex 式 plan 模式。AI 先探索、提出计划，你在终端里批准或驳回，批准前写操作被硬拦截。全程零 prompt-cache 失效。
2026-09-24T13:33:27.86Z,@euanmsm/crib,0.1.0,euanmsm,MIT,514976,"Terminal reference sheets for the CLIs used daily, with short courses and spaced-repetition practice alongside"
2026-09-24T13:34:04.481Z,garnet-mcp,0.1.1,keysforthewin,MIT,16713,Connect local Claude Code and Codex agents to Garnet notes
2026-09-24T13:34:08.27Z,@karewan/kn-nav,1.0.0,karewan,MIT,104037,"Ajax navigation library (pjax like) for vanilla JS and legacy server-rendered projects that do not use a modern framework like Vue or React, based on KnHttpJs, written in TypeScript"
2026-09-24T13:34:10.149Z,@kiniinsight/ai-native-core,0.1.0,kiniinsight,MIT,136720,"AI Native 엔진: 에이전트·워크플로우 타입, ai/ 파일 형식, 연결 검사, 실행기 (UI 의존 없음)"
