created_at,package,version,publisher,license,unpacked_size,description
2026-09-25T07:16:45.708Z,@evolvex-tech/surgeui,0.1.0,mohammad.hasan,UNLICENSED,31042,Surge semantic component tokens and opt-in UI classes
2026-09-25T07:17:34.111Z,@gitmyabi/prometheus,1.0.0,gitmyabi-bot,MIT,98128,"Auto-generated TypeScript type bindings for Prometheus (build etherscan-prometheus-3cdb4102-1790320537004, commit 1196449, branch etherscan)"
2026-09-25T07:19:22.496Z,pi-ci-status,0.1.0,sairadev02,MIT,50370,"Lightweight CI status for the Pi coding agent: zero-token footer badge, on-demand ci_status tool, and edge-triggered one-line context injection on CI state changes. Zero LLM calls."
2026-09-25T07:19:25.686Z,@ablancodev/codex-bridge,0.1.0,ablancodev,MIT,9105,"Chat con Codex CLI (suscripción ChatGPT, sin API) desde tu app. Multi-turno + MCPs por proyecto."
2026-09-25T07:19:38.311Z,dsh-file-tools-plugin,0.1.0,swiftfox472,MIT,16092,DeepSeek Harness 文件工具插件：注册 mkdir / open_folder / write_file / list_files / append_json_file 五个工具，供 Agent 与被限制了工具范围的子代理读写文件。
2026-09-25T07:19:54.954Z,openwhip-piseth-fork,1.2.2,sethz123,MIT,643402,Whip Claude (or any CLI) into shape — with a configurable phrase list and Unicode support
2026-09-25T07:19:55.793Z,decibri-mcp,0.0.0,rossarmstrong,Apache-2.0,1373,The official Decibri MCP server is published on PyPI. This npm package is a placeholder that points there.
2026-09-25T07:19:57.568Z,assisted-by,0.0.1,yonom,MIT,295,Placeholder for assisted-by: agent sessions on every pull request.
2026-09-25T07:20:19.575Z,pi-deepseek-hours,0.1.0,sairadev02,MIT,48731,"DeepSeek peak/off-peak hours footer indicator for the Pi coding agent: colored badge (or full custom footer) showing the current billing window with a live countdown to the next transition, per DeepS…"
2026-09-25T07:20:26.867Z,fc-code,1.0.0,leocong666,Apache-2.0,48923,FC程序开发cli工具
2026-09-25T07:20:51.098Z,pi-nano-gpt-provider,0.1.0,sairadev02,MIT,32886,"nanoGPT custom provider extension for the Pi coding agent — lazy discovery of the detailed model catalog (context windows, vision/reasoning, at-cost pricing), cached offline, no startup blocking."
2026-09-25T07:21:08.005Z,jevagent,0.0.1,unadlib,ISC,226,
2026-09-25T07:21:15.807Z,pi-provider-switch,0.1.0,sairadev02,MIT,16954,"Provider and model switching commands for the Pi coding agent: /provider, /switch-provider, /models with tab-completions and optional default persistence."
2026-09-25T07:21:50.338Z,pi-review-debt,0.1.0,sairadev02,MIT,35115,"Review-debt tracker for the Pi coding agent: records code-review findings as durable per-repo debt, auto-detects likely-fixed findings via git blob change detection, and surfaces open debt to the mod…"
2026-09-25T07:21:50.575Z,donemark,0.0.1,devops.constat,UNLICENSED,384,"Donemark: build software with AI, and sign off what is really done. Name reserved; the product is coming."
2026-09-25T07:22:02.18Z,@evolvex-tech/evolvexui,0.1.0,mohammad.hasan,UNLICENSED,31041,EvolveX UI semantic component tokens and opt-in styles
2026-09-25T07:22:51.269Z,pi-verify-gate,0.1.0,sairadev02,MIT,80313,"Local verification status for the Pi coding agent: run the project's own check (npm/pnpm/yarn/bun script, cargo test, go test, pytest, make check) only when the working tree actually changed, with a…"
