created_at,package,version,publisher,license,unpacked_size,description
2026-09-26T02:21:14.149Z,homebridge-cosori-kettle-ble,0.2.0-beta.1,mdjhnson,MIT,376698,Control a Cosori Smart Gooseneck Electric Kettle from HomeKit over Bluetooth LE (BlueZ / D-Bus).
2026-09-26T02:21:26.082Z,img-to-native,1.0.1,malfexteste3,MIT,2800,Convert image files to native binary representation for platform-specific rendering
2026-09-26T02:22:45.538Z,tsuzuri,0.7.0,sakurano_haru,MIT,467792,An SDK and CLI for reading and capturing into an Obsidian-compatible Markdown vault
2026-09-26T02:23:05.812Z,dsh-vertical-layout,1.1.0,feng-yifan,MIT,76516,DSH 竖屏布局优化：在电脑屏幕（非手机）竖屏时把右侧栏移到顶部，让对话区域获得完整宽度。
2026-09-26T02:24:58.449Z,@openseason/mcp,0.1.1,dbenzel,MIT,75442,"OpenSeason first-party MCP server: Focus, things, checklist, lenses, artifacts"
2026-09-26T02:25:04.832Z,native-runner,1.0.1,malfexteste4,MIT,2154,"Execute native compiled binaries from Node.js projects — test runners, CLI tools, build artifacts"
2026-09-26T02:25:19.625Z,vue-minisearch,1.0.0,gkucmierz,MIT,37040,Vue 3 Composition API integration for MiniSearch with 1:1 react-minisearch parity
2026-09-26T02:25:32.971Z,@clearproof/content,0.5.0,repfigit,Apache-2.0,130071,Single source of truth for all clearproof developer-facing content
2026-09-26T02:26:07.547Z,@tokyo3rdhq/magi-design-system,0.1.0,yw79641760,MIT,57620,"Shared visual foundation for the MAGI product family — dark-first, near-monochrome, restrained."
2026-09-26T02:27:59.767Z,@redonvn/ahamove-sdk,0.1.1,haianh123bgln,MIT,171340,TypeScript SDK chuẩn hóa cho Ahamove On-Demand Delivery API v3
2026-09-26T02:28:21.336Z,@redonvn/ghn-sdk,0.1.1,haianh123bgln,MIT,179081,TypeScript SDK chuẩn hóa cho Giao Hàng Nhanh (GHN) API v2
2026-09-26T02:28:34.525Z,@redonvn/geocoding-sdk,0.1.1,haianh123bgln,MIT,118930,Universal Smart Geocoding & Address Parsing SDK for Vietnam & Global Logistics
2026-09-26T02:31:47.848Z,@schaetzkc/modelrelay,1.23.2,schaetzkc,MIT,567955,OpenAI-compatible local router that benchmarks free coding models across providers and forwards requests to the best available model.
2026-09-26T02:31:57.447Z,@chaojihao/openclaw-plugin-bocha,0.1.1,chaojihao,MIT,45273,Bocha Web Search provider plugin for OpenClaw — Chinese-first web search with direct China mainland access.
2026-09-26T02:32:19.809Z,kringl-migrate,1.1.1,kringl,MIT,23200,"Bring what you built in Claude Code, Codex, Cursor, Copilot, Gemini, Windsurf, Cline or OpenCode into Kringl, and export it back."
2026-09-26T02:32:39.029Z,@ycinema/core,1.0.2,yosoool,ISC,430,Core utilites and shared setup
2026-09-26T02:33:11.669Z,@dsh-packforge/dsh-pack-plugin,0.1.0,hxhxh,MIT,308965,DSH 纯方案 B 插件 bundle：.dspack 导出/导入/多 profile，零官方源码改动、零第三方插件
2026-09-26T02:35:21.336Z,@webnori/agent-one,0.5.0,psmon,MIT,11469,"A standalone CLI agent: ask a question, it reads your workspace and answers. (npm wrapper around the prebuilt agent-one binary.)"
2026-09-26T02:36:19.751Z,tango-runner,0.1.0,blackstonejason,MIT,52279,"Wake your local AI agents (Claude Code, Codex, any CLI) the moment Tango has work for them."
2026-09-26T02:38:37.343Z,tippa,0.1.0,ap-justin,MIT,530965,pick an element in a vite react app and send the change request to a running claude code session
2026-09-26T02:40:56.923Z,@birdie_moblie/open_spec,2.1.7,oren-birdie,MIT,644275,AI-native Spec Coding 工具：确定性产品规格工作流
