created_at,package,version,publisher,license,unpacked_size,description
2026-09-24T15:18:40.001Z,@opsfy/cli,0.2.1,opsfy,MIT,27932,One key for all your tools. Install free apps and call paid tools from one command.
2026-09-24T15:19:12.221Z,@dan-ai-studio/dsh-opencode-go,0.1.14,danaistudio,MIT,735477,OpenCode Go model provider and settings UI for DeepSeek Harness
2026-09-24T15:20:07.89Z,@dev-mainsequence/command-center-ai,0.0.1,dev-mainsequence,Apache-2.0,1760193,"A chat for Main Sequence Agents: the connection to the platform, a session engine, the chat UI, and model provider settings, built on the Command Center SDK."
2026-09-24T15:22:14.424Z,@diegoux/oxc-config,0.1.0,dfernandez79,MIT,7987,Shared oxlint and oxfmt configuration
2026-09-24T15:22:14.923Z,testisolation,0.2.0,smmh,MIT,52850,"Uncompromising test isolation: your tests structurally cannot touch your real files, secrets, or git identity -- First-class support for Go, Python with pytest, and TypeScript with Node"
2026-09-24T15:22:18.362Z,jev-entropy-gate,0.1.0,gordanzhang,MIT,1138950,"Use Jev's calibrated probability entropy to decide which migration/refactor sites can be safely automated, and which need a human."
2026-09-24T15:22:19.424Z,@rmartz/repo-hygiene,7.0.1,rmartz,,92415,"Low-cost repo-hygiene CI checks (conflict markers, GitHub Actions SHA pins, docs link integrity, file-size caps, and more), distributed via a reusable workflow and kept current by Dependabot."
2026-09-24T15:22:26.126Z,creditdaddy,0.8.1,yu_shiyang,MIT,357614,CreditDaddy — Qoder / WorkBuddy / ZCode 多账号本地管理与每日积分自动签到助手
2026-09-24T15:25:08.016Z,@pasarus/pi-vertex,2.1.3,pasarus,MIT,147255,Google Vertex AI provider for Pi coding agent with dynamic model discovery
2026-09-24T15:25:08.688Z,mopac7-wasm,1.0.0,cheminfo-bot,MIT AND BSD-3-Clause AND HPND,699001,"MOPAC 7 compiled to WebAssembly: MNDO, MINDO/3, AM1 and PM3 semi-empirical calculations, with molecular orbitals, in node and in the browser"
2026-09-24T15:25:48.06Z,svn-visualizer,0.1.1,doberkofler,MIT,291956,Generate standalone HTML activity reports from Subversion history.
2026-09-24T15:26:44.434Z,austindelic,0.1.0,austindelic,MIT,45802272,Austin Delic's interactive terminal portfolio
2026-09-24T15:27:33.24Z,@xoxo-momo/kit,1.0.0,yasssine.bergui,,1283,Test library with npm lifecycle hooks
2026-09-24T15:27:42.451Z,n8n-nodes-wappe,0.1.1,mathiem,MIT,281584,"n8n nodes for Wappe, the WhatsApp CRM & automation platform: send messages, manage groups and react to incoming messages."
2026-09-24T15:28:20.945Z,ytranscript-mcp,0.1.0,nnnoel,MIT,11694,"MCP server for YouTube transcripts. Works from any cloud, no proxies. Transcribes videos without captions. Built on the yTranscript API."
