created_at,package,version,publisher,license,unpacked_size,description
2026-09-23T14:37:28Z,@uploadx-sdk/cli,0.1.2,jibaru,MIT,146434,"Command line interface for UploadX — manage apps, tokens and files from your terminal"
2026-09-23T14:37:29Z,@letmeknow/win32-x64,0.1.2,spojmw,MIT,12495129,letmeknow binary for win32-x64
2026-09-23T14:37:34Z,@vnkr-labs/icons-preact,1.0.0,vnkr-io,MIT,41592904,A set of free MIT-licensed high-quality SVG icons for you to use in your web projects.
2026-09-23T14:38:10Z,@apixly/jev-filter-darwin-arm64,0.2.2,apixly,MIT,59475411,Platform runtime for Jev Filter
2026-09-23T14:38:25Z,@apixly/jev-filter-darwin-x64,0.2.2,apixly,MIT,59618644,Platform runtime for Jev Filter
2026-09-23T14:38:39Z,@apixly/jev-filter-linux-arm64,0.2.2,apixly,MIT,81565967,Platform runtime for Jev Filter
2026-09-23T14:38:54Z,@apixly/jev-filter-linux-x64,0.2.2,apixly,MIT,82186651,Platform runtime for Jev Filter
2026-09-23T14:39:01Z,@kobalab/mjai-test-server,0.1.1,kobalab,MIT,19887,Mjaiボット対戦サーバー
2026-09-23T14:39:01Z,@apixly/jev-filter,0.2.2,apixly,MIT,31652,Task-aware semantic tools for AI agents. Native runtime included.
2026-09-23T14:39:09Z,@llx17669475/skillshelf-skill-design-taste-frontend,0.1.0-preview.1,llx17669475,MIT,90651,以审美、布局和工程约束生成有辨识度的前端页面。
2026-09-23T14:39:26Z,@metalagman/layajev,0.2.2,metalagman,MIT,9466,Meta package for layajev
2026-09-23T14:40:00Z,@mobile-reality/mdma-renderer-vanilla,0.2.0,gitsad,,181443,"Render MDMA documents with **no framework** — plain DOM, no React, no Vue, no build step required. Same components, same `.mdma-*` class names, and the same `styles.css` as [`renderer-react`](../rend…"
2026-09-23T14:40:29Z,nodebb-plugin-ieu-erasmus,1.1.0,smsdev,MIT,302708,"İEÜ öğrencileri için Erasmus+ sayfası: sık sorulan sorular, bölüm → ülke → üniversite akışı, hibe hesaplayıcı ve rota haritası."
