created_at,package,version,publisher,license,unpacked_size,description
2026-09-23T11:24:53Z,@demacia1314/wordagent,2.1.1,demacia1314,UNLICENSED,33478679,Local AI editing sidebar for Microsoft Word with live document updates.
2026-09-23T11:26:52Z,protidhoni,1.0.1,kmtusher97,MIT,20049,"Redis-backed caching and invalidation higher-order functions for Node.js — wrap an async function with read-through caching, TTLs, prefix-based invalidation, and optional worker-queue-deferred invali…"
2026-09-23T11:29:38Z,@avi2dg/checks,0.2.0,avi2dg,MIT,60250,Deterministic checks shared across the captain's TypeScript repos
2026-09-23T11:31:24Z,nuxt-request-context,0.1.1,ilyasemenov,MIT,14187,Provide typed request-specific data to Nuxt before the initial render.
2026-09-23T11:33:40Z,@icrc/esm-icrc-contextual-info-app,4.1.0-bootstrap.0,icrc-fdeniger,BSD-3-Clause,5031028,Contextual information microfrontend for the OpenMRS SPA
2026-09-23T11:36:08Z,kaya-runner,0.1.0,msforbes09,MIT,33908,Kaya's local runner: runs Claude Agent SDK turns on your own machine for the Kaya voice assistant cloud.
2026-09-23T11:36:11Z,@hrg/inject-examples,1.0.0,hrgdavor,MIT,51778,"Keep Markdown examples in sync with the real files they show — inject file content, or one region of it, into the fenced block that follows a link."
2026-09-23T11:36:17Z,@mostajs/auth-ui-react,0.1.0,apolocine,AGPL-3.0-or-later,17076,"Écrans d'authentification en composants React : rend les modèles décrits par @mostajs/auth-lite/views (connexion par mot de passe, oubli, réinitialisation, définition, choix des méthodes). Mêmes noms…"
2026-09-23T11:36:30Z,@rohit0212/react-native-easy-ui,1.0.0,rohit0212,MIT,129172,"A lightweight, flexible, and fully typed UI component library for React Native and Expo."
2026-09-23T11:38:39Z,@apiweld/engine-darwin-arm64,0.4.0,eelcow,Apache-2.0,25735512,Prebuilt apiweld-engine binary. Populated by the release workflow.
2026-09-23T11:38:51Z,@apiweld/engine-darwin-x64,0.4.0,eelcow,Apache-2.0,27460946,Prebuilt apiweld-engine binary. Populated by the release workflow.
2026-09-23T11:39:04Z,@apiweld/engine-linux-arm64,0.4.0,eelcow,Apache-2.0,24740830,Prebuilt apiweld-engine binary. Populated by the release workflow.
2026-09-23T11:39:25Z,@apiweld/engine-linux-x64,0.4.0,eelcow,Apache-2.0,26700140,Prebuilt apiweld-engine binary. Populated by the release workflow.
2026-09-23T11:39:36Z,@apiweld/engine-win32-x64,0.4.0,eelcow,Apache-2.0,27086660,Prebuilt apiweld-engine binary. Populated by the release workflow.
2026-09-23T11:40:44Z,@apiweld/core,0.4.0,eelcow,Apache-2.0,104216,
2026-09-23T11:40:46Z,@apiweld/gen-heyapi,0.4.0,eelcow,Apache-2.0,2406,
2026-09-23T11:40:48Z,@apiweld/gen-oapi,0.4.0,eelcow,Apache-2.0,1066,
2026-09-23T11:40:50Z,@apiweld/mcp,0.4.0,eelcow,Apache-2.0,3748,
2026-09-23T11:40:52Z,@apiweld/cli,0.4.0,eelcow,Apache-2.0,14998,
2026-09-23T11:40:54Z,apiweld,0.4.0,eelcow,Apache-2.0,1613,
2026-09-23T11:41:37Z,@publishly/cli,0.1.0,trilokia,AGPL-3.0-only,615372,"Google Play checks for an APK or app bundle, with nothing uploaded; store screenshots rendered from a saved design, for CI and fastlane; the Publishly website's Android tools on your own computer; an…"
2026-09-23T11:43:48Z,@1agents/boss-ip,0.1.0,scottzx,UNLICENSED,104209,老板 IP 工作台：飞书内容资产、桌面 Agent Skills 与本地网页 / CLI
2026-09-23T11:43:50Z,@productmind/deslop-hook-darwin-arm64,0.1.0,productmind,MIT,2604680,The darwin-arm64 binary for @productmind/deslop-hook
2026-09-23T11:43:54Z,@productmind/deslop-hook-darwin-x64,0.1.0,productmind,MIT,2727740,The darwin-x64 binary for @productmind/deslop-hook
2026-09-23T11:43:59Z,@productmind/deslop-hook-linux-arm64,0.1.0-rc.1,productmind,MIT,2688950,The linux-arm64 binary for @productmind/deslop-hook
2026-09-23T11:44:04Z,@productmind/deslop-hook-linux-x64,0.1.0,productmind,MIT,2746279,The linux-x64 binary for @productmind/deslop-hook
2026-09-23T11:44:08Z,@productmind/deslop-hook-win32-x64,0.1.0-rc.1,productmind,MIT,2883852,The win32-x64 binary for @productmind/deslop-hook
2026-09-23T11:44:13Z,@productmind/deslop-hook-win32-arm64,0.1.0-rc.1,productmind,MIT,2683670,The win32-arm64 binary for @productmind/deslop-hook
2026-09-23T11:44:14Z,@k8slens/sub-window-contracts,1.0.0,mirantis_it,MIT,391844,"Contracts (tokens, types, the kind factory) for sub-windows: a kind of window a feature of Lens or an extension declares and renders, opened as an Electron window of its own. The public surface of @l…"
2026-09-23T11:44:17Z,@productmind/deslop-hook,0.1.0-rc.1,productmind,MIT,14899,"A git pre-commit hook that removes the Unicode characters language models leave in code and docs: em dashes, curly quotes, ellipses, non-breaking and zero-width spaces, bidi controls, arrows. It rewr…"
2026-09-23T11:44:19Z,@k8slens/channel-contracts,1.0.0,mirantis_it,MIT,271790,"What a channel is: the message, request and computed channel types of Lens Desktop, and the functions declaring one. Nothing but declarations, so that the host's messaging and the contracts extension…"
2026-09-23T11:44:25Z,@k8slens/messaging-contracts,1.0.0,mirantis_it,MIT,352171,"Contracts (channels, window ids, tokens and listener factories) for messaging between the windows of Lens Desktop: send a message to a window, ask a window a question, follow a value a window holds.…"
2026-09-23T11:45:13Z,tasou-test,1.0.0,tasou,MIT,2459,TaSou App Test Data
2026-09-23T11:45:19Z,@cloudquery/base-asset-inventory,1.0.0,cq-bot,MIT,124809,
2026-09-23T11:45:24Z,vellum-pdf-engine,0.1.1,dogbe-multisystem,MIT,1529429,"Local PDF processing engine and CLI (merge, split, watermark, PDF/A, accessibility, signatures...) — no network calls, ever. Same code as vellumpdf.ch."
2026-09-23T11:45:35Z,pi-ollama-sync,0.1.0,bugit-samir,MIT,37174,Pi Agent extension: synchronize Ollama models into pi's models.json so they appear in the /model picker
2026-09-23T11:45:48Z,docusaurus-plugin-enhanced-local-search,1.0.0,zallom,MIT,292330,"Local, Algolia-like search for Docusaurus v3: Cmd+K modal, navbar and footer mini bar, big hero search bar, typo-tolerant ranking. No external service."
2026-09-23T11:46:59Z,@aigntiq/conduit,0.1.0,andtii,MIT,1684883,"Declarative, pluggable connectors — describe an API's auth and operations once as data, then call it from any host framework"
2026-09-23T11:47:04Z,@aigntiq/conduit-connectors,0.1.0,andtii,MIT,230824,Ready-made Conduit connectors in one package — pick the ones you use
2026-09-23T11:47:05Z,@handy_wote/pi-profile,0.0.2,handy_wote,MIT,554446,"Profile management extension for pi: gateway profiles, discovery, API routing, and model pools"
2026-09-23T11:47:37Z,@erdd/core,0.3.0,jang2162,MIT,480263,ERDD 의 ER 모델·명명 규칙·DDL 생성/파싱을 담은 코어 라이브러리
2026-09-23T11:47:44Z,@erdd/cli,0.4.0,jang2162,MIT,5876828,ER 모델을 저장소 안의 YAML 파일로 두고 브라우저 GUI 로 편집하는 ERDD 의 명령줄 도구
2026-09-23T11:48:04Z,@emersong/packagechecker,0.1.0,emersong,MIT,100234,"Analiza las dependencias de tu package.json desde la terminal: versiones, vulnerabilidades (OSV), confiabilidad y riesgos de supply chain. Sin cuentas ni telemetría."
2026-09-23T11:48:17Z,omp-wiretap,0.1.0,carota,MIT,26787,Raw LLM network request inspector for oh-my-pi (omp)
2026-09-23T11:49:16Z,@giszhc/mapbox-sketch,0.1.1,giszhc,MIT,4329401,零运行时依赖的 Mapbox 手绘标注引擎：点 / 线 / 面 / 路径文字 / 距离标注 / 面积标注 / 引线标注 / 坐标引线标注，全部绘制在自建 canvas 覆盖层上，支持点选已绘图形直接拖拽编辑。
2026-09-23T11:49:39Z,@so-very-easy/web-sdk,0.1.0,so-easy,MIT,91744,"Talk to an Easy agent through its public link, from a browser, Node, Deno or a worker."
2026-09-23T11:50:16Z,opencode-shell-safety,0.1.0,alexelcu,,25392,OpenCode plugin that classifies shell permission requests against agent policy.
2026-09-23T11:50:17Z,@gears-frontx/routing,0.3.0-alpha.0,xiboliaren,Apache-2.0,518876,"FrontX navigation library - a framework-agnostic navigation substrate sharing one browser history across independently bundled microfrontends, plus a route ownership signal, with no dependency on any…"
2026-09-23T11:50:20Z,@gears-frontx/routing-tanstack,0.3.0-alpha.0,xiboliaren,Apache-2.0,318678,"FrontX's default routing-engine provider - binds the navigation substrate's shared history to TanStack Router, projecting each occupant's own entry into a virtual location that engine can navigate"
2026-09-23T11:50:40Z,@staffbase/spark-mcp,1.0.0,alizehstaffbase,,803655,"Model Context Protocol server for Spark: exposes components, tokens, icons, and docs to AI coding agents."
2026-09-23T11:51:26Z,@staffbase/spark,1.0.0,alizehstaffbase,Apache-2.0,4617431,"Spark: Components, patterns, icons and tokens"
2026-09-23T11:51:28Z,introjsptbr,0.1.0,lucasreisf,MIT,165445,"Tour passo a passo para React: temas, progresso e modais."
2026-09-23T11:51:56Z,dsh-manga-translation-plugin,0.1.0,swiftfox472,MIT,36202,DeepSeek Harness 漫画翻译插件：OCR 气泡框提取 + 逐页 LLM 翻译 + 文本匹配 + 自动嵌字，依赖 Manga-Translation-MCP。
2026-09-23T11:52:57Z,jevfilter,0.1.0,karthick-ramachandran,MIT,104892,"Your API already knows how to search. JevFilter lets users ask. Natural language in, validated filters out: no generated SQL, and your auth stays in control."
2026-09-23T11:53:10Z,@cofold/config,0.2.0,softov,MIT,34384,"Layered configuration as a capability: explicit path over environment over project file over user file, each saying where a value came from."
2026-09-23T11:53:35Z,@fossil-lang/corpus,0.3.0-alpha.5,angel-ip,Apache-2.0,1012703,Open a fossil corpus and read it. `open` is the door: it runs the fossil-graph verb surface as verb→SQL in WASM (fossil-graph-wasm) and delegates execution to a host-provided DuckDB-WASM query callba…
2026-09-23T11:53:40Z,@fossil-lang/draw,0.3.0-alpha.5,angel-ip,Apache-2.0,68686,"The half of drawing a corpus that is not a renderer. It holds no canvas, no GPU and no camera: it answers what a corpus is drawn WITH — the `channels:` block a vertex type declares, and the derivatio…"
2026-09-23T11:54:12Z,paseo-commandcode-provider,0.1.1,alhassanaraouf,MIT,346922,Paseo provider plugin for the Command Code coding agent
2026-09-23T11:54:36Z,@cofold/commands,0.2.0,softov,MIT,302842,"A command is data: the declaration, the registry, input, the argv grammar, coercion and schema, rendered by every surface."
2026-09-23T11:54:37Z,flowrakis-taler_fastify-plugin,0.53.0,flowrakis,AGPL-3.0-only,2099766,Add privacy aware GNU Taler Payments to your fastify projects
2026-09-23T11:54:44Z,@cofold/terminal,0.2.0,softov,MIT,111423,"The terminal rendering of a command registry: argv in, help, completion, output modes and exit codes out."
2026-09-23T11:54:49Z,opencode-codearts-provider,1.0.0,wujunkai2004,MIT,502706,"OpenCode provider plugin for Huawei Cloud CodeArts (snap-access InferHub API, SDK-HMAC-SHA256 signed)"
2026-09-23T11:54:51Z,@cofold/remote,0.2.0,softov,MIT,122096,"Commands over HTTP: manifests, OpenAPI, authentication and the remote client, fed from the same declaration."
2026-09-23T11:54:59Z,@cofold/mcp,0.2.0,softov,MIT,141332,"Serve a command registry as MCP tools: over stdio with no dependencies, or Streamable HTTP through the official SDK."
2026-09-23T11:55:06Z,@cofold/tools,0.0.1,softov,MIT,135481,"The tools every @cofold/agents agent gets: files, shell, web and memory, as capabilities."
2026-09-23T11:55:14Z,@cofold/yaml,0.2.0,softov,MIT,85000,"YAML parsing and document loading with local and remote references, no dependencies."
2026-09-23T11:55:22Z,@kircon/nextservices,0.1.1,kirconorg,MIT,36742,Analytics and Error services for Next.js projects via KIRCON
2026-09-23T11:55:25Z,@butternutbox/pawprint-fonts,2.0.0,alex-windett-bb,,607392,ButternutBox Pawprint Design System - Brand fonts and font resolution helpers
2026-09-23T11:55:43Z,paseo-acp-manager,0.1.0,alhassanaraouf,MIT,917942,"Paseo sidebar plugin for managing ACP custom providers: add, edit, enable/disable, test, and quick-add from the ACP agent registry."
2026-09-23T11:55:46Z,playwright-qa-reporter,1.2.0,rahularora1985,MIT,989926,"A single-file, offline, zero-dependency HTML reporter for Playwright Test with failure intelligence, API capture, history trends and one-click bug reports."
2026-09-23T11:56:00Z,paseo-remote-editor,0.1.0,alhassanaraouf,MIT,21694,"Composer pill to open a workspace in VS Code or Zed over SSH, desktop only."
2026-09-23T11:57:15Z,@asito/onego-header,1.0.0,cerbrus,UNLICENSED,128697,"OneGo global header, Keycloak (OIDC) authentication and current-user services for OneGo Angular applications"
2026-09-23T11:57:44Z,@luwiostack/router,0.1.0,gertvintia,MIT,2225102,"Locale-aware route registry for TanStack Router — one file per route, translated URL segments per locale."
2026-09-23T11:57:46Z,@steery/paseo,1.3.116,kasrakhosravi,UNLICENSED,46716,Steery requests as answerable cards inside Paseo conversations
2026-09-23T11:57:47Z,@digitransit-search-util/digitransit-search-util-execute-search-immediate,3.3.14,digitransit,(AGPL-3.0 OR EUPL-1.2),70516,digitransit-search-util execute-search-immediate module
2026-09-23T11:57:48Z,@twinsearth/agent-universe,2.3.4,twinsearth,MIT,19821,Agent Universe - 群众化的 AGI 路线，去中心化的智能体共享 & 开源网络。使命：让科技造福全人类！
2026-09-23T11:58:51Z,@picgo/cloud-sdk,0.1.0,molunerfinn,MIT,127449,PicGo Cloud uploads and media management for modern browsers
2026-09-23T11:59:29Z,@andygo.dev/nestjs-swagger,1.0.0,andygo.dev,MIT,50006,"Drop-in NestJS Swagger module: basic-auth-protected UI, per-version documents and discriminator examples, configured from a single URI."
2026-09-23T11:59:52Z,dsh-vertical-layout,1.0.0,feng-yifan,MIT,66043,DSH 竖屏布局优化：在电脑屏幕（非手机）竖屏时把右侧栏移到顶部，让对话区域获得完整宽度。
2026-09-23T11:59:56Z,@enumura/glyphflow,1.0.0,enumura,MIT,25721,Browser Web Speech narration with smoothly wiping inside-glyph captions.
2026-09-23T12:00:27Z,shan-ai,0.1.0,cuevaio,MIT,349248,"A visual agent editor for selecting, drawing on, animating, and changing Next.js interfaces"
2026-09-23T12:00:34Z,@quarnel/httpclient,0.1.2,quarnel,MIT,18599,"Isomorphic HTTP client built on native fetch, with zero dependencies, for Node.js and the browser"
2026-09-23T12:00:54Z,@mxalbert/opencode-prune-images,2.0.0,mxalbert,MIT,47131,OpenCode v2 plugin that bounds image count and payload size in the outgoing request while preserving recall cards.
2026-09-23T12:02:00Z,ccseats,0.1.0,paddo,MIT,30597,"Run several Claude Code accounts side by side on macOS and Linux: shared plugins, skills and transcripts, per-account logins, a usage table, and a limit-aware seat picker."
2026-09-23T12:02:06Z,deffa-baileys,1.0.6,deffa5556,MIT,14019688,deffa-baileys — WhatsApp + Telegram + Discord multi-platform library by deffa. Includes sessionGuard for IP-based session protection.
2026-09-23T12:02:58Z,@logictan/dsh-desktop-agent,0.1.0,logictan,MIT,99539,DSH desktop agent: a native-vision decision loop that drives the host desktop through the Cua Driver tools. DSH 桌面 Agent 子插件。
2026-09-23T12:03:47Z,leaflet-partially-editable-polyline,0.1.1,hwatjp,0BSD,33791,A Leaflet v2 plugin for editing only a local portion of a large polyline.
2026-09-23T12:03:56Z,@agno-hq/agent-os,1.0.0,anuragdev,MIT,1888047,"Composable, embeddable React components for AgentOS — a headless chat hook, a provider for building your own layout, and drop-in chat embeds."
2026-09-23T12:04:42Z,cos-codex-bridge,0.1.1,heavyd,MIT,199948,"Local MCP for Chief of Staff agents to create, run, monitor and continue Codex projects and tasks."
2026-09-23T12:04:45Z,dsh-cost-fuse,0.0.1,carbide,,242,Package name reserved. First release in development.
2026-09-23T12:04:50Z,pi-tui-footer,1.2.0,onenora,MIT,133246,"pi extension: TUI footer/header with git status, telemetry, rounded tools, editor and settings enhancements"
2026-09-23T12:05:04Z,@maptoolkit/maplibre-isochrone-control,1.0.0,muesliq,BSD-3-Clause,50774,A MapLibre GL JS control plugin that lets users drag an isochrone marker onto the map to show a travel-time area.
2026-09-23T12:05:07Z,dsh-idle-guard,0.0.1,carbide,,243,Package name reserved. First release in development.
2026-09-23T12:05:23Z,dsh-loop-guard,0.0.1,carbide,,243,Package name reserved. First release in development.
2026-09-23T12:05:38Z,stemcode-sdk,1.1.8,rizwan3d,Apache-2.0,252858451,JavaScript and TypeScript SDK for StemCode via edge-js/.NET interop.
2026-09-23T12:05:42Z,phonon-tts,0.0.1,davencyw,MIT,343,Placeholder. Implementation coming soon.
2026-09-23T12:06:12Z,phonon-ws,0.0.1,davencyw,MIT,341,Placeholder. Implementation coming soon.
2026-09-23T12:06:48Z,n8n-nodes-jithox,0.1.0,cluwles,MIT,14246,n8n community node for Jithox: verify EU VAT numbers against VIES from a workflow.
2026-09-23T12:07:08Z,@sirimillavinay/vinax,0.1.0,sirimillavinay,MIT,1235050,"VinaX: an agentic coding assistant for your terminal, powered by free-tier LLMs."
2026-09-23T12:07:18Z,@readystack/bestellabschluss-pflichten-de,1.0.1,readystack,SEE LICENSE IN LICENSE.txt,36043,"15 Regeln aus BGB, EGBGB und PAngV für die Bestellstrecke deutscher Onlineshops"
2026-09-23T12:07:26Z,shaders-oneshot-react,0.0.81-shared.1,causavivere,Apache-2.0,443982,
2026-09-23T12:08:20Z,@patchlayer/cli,1.0.0,ganeshshejul,ISC,29542,CLI for PatchLayer OTA updates
2026-09-23T12:08:40Z,@aduptive/strapi-blockscene,1.0.0-alpha.1,aduptive,MIT,253439,Visual component gallery for native Strapi dynamic zones.
2026-09-23T12:08:56Z,@gb-transit/fares-source,0.1.0,linusnorton,GPL-3.0,105869,"Read the DTD fares feed straight from its zips into memory, with change files applied"
2026-09-23T12:09:00Z,@patchlayer/react-native,1.0.0,ganeshshejul,,13643,PatchLayer SDK for React Native
2026-09-23T12:09:26Z,@carbonbits/cli,0.0.0,r115,MIT,446,Carbonbits platform CLI (placeholder; the first release is 0.1.0)
2026-09-23T12:09:31Z,@deckflow/pdf-lite-parse,0.2.1,guangfei,Apache-2.0,5600226,"Offline PDF to structured result.v3 and Markdown. No models, network or API keys."
2026-09-23T12:09:43Z,@nebularstreams/statify-app,1.0.0,nebularstreams,,1781833,Statify Core Application
2026-09-23T12:09:53Z,d2b-sdk,0.1.0,keikubo,MIT,43029,D2B TypeScript SDK — Spreadsheets for AI Agents
2026-09-23T12:10:13Z,pi-devin-plus,0.1.0,pi-dal,MIT,66831,"Devin Local models in Pi — thinking-signature replay, Devin Desktop sign-in reuse, and thinking-level model variants. Enhanced fork of kashyab12/pi-devin."
